!!SBtab	SBtabVersion='0.9.1' TableID='Reaction' TableType='Reaction' TableName='transformed standard Gibbs free energies of reaction, dG0_prime' QuantityType='standard Gibbs free energy of reaction' Unit='kJ/mol' pH='7.0' Temperature='298.15' TemperatureUnit='kelvin' 'IonicStrength='0.1' IoniStrengthUnit='mM' UniqueKeys='False'			
!Identifiers:kegg.reaction	!Mean	   !Std	!Comment
R08940			uncertainty is too high
R08941			uncertainty is too high
R08942			uncertainty is too high
R08943			uncertainty is too high
R08944			uncertainty is too high
R08945			uncertainty is too high
R08946	-7.6	3.5	
R08947	7.3	9.1	
R08948	-142.6	16.8	
R08949			uncertainty is too high
R08950			uncertainty is too high
R08951	-74.3	46.9	
R08952	-63.4	57.0	
R08953			uncertainty is too high
R08954			uncertainty is too high
R08955			uncertainty is too high
R08956	16.4	3.1	
R08957			uncertainty is too high
R08958			uncertainty is too high
R08959			uncertainty is too high
R08960			uncertainty is too high
R08961			uncertainty is too high
R08962	-4.6	8.5	
R08963			uncertainty is too high
R08964			uncertainty is too high
R08965			uncertainty is too high
R08966	-4.9	79.5	
R08967	-4.6	8.5	
R08968	-4.2	4.0	
R08969			uncertainty is too high
R08970			uncertainty is too high
R08972			uncertainty is too high
R08973			uncertainty is too high
R08974			uncertainty is too high
R08975			uncertainty is too high
R08976			uncertainty is too high
R08977			uncertainty is too high
R08978			uncertainty is too high
R08979	-46.5	13.6	
R08980			uncertainty is too high
R08981			uncertainty is too high
R08982	-14.2	10.3	
R08983	-95.2	79.6	
R08984	-610.9	58.3	
R08985	265.8	60.3	
R08986	-611.3	68.7	
R08987			uncertainty is too high
R08988	-2667.4	86.5	
R08989	-70.2	135.3	
R08990	-170.3	142.7	
R08991			uncertainty is too high
R08992			uncertainty is too high
R08993	-24.8	37.4	
R08994			uncertainty is too high
R08995			uncertainty is too high
R09002			uncertainty is too high
R09009	1.7	2.6	
R09030	0.6	4.5	
R09031	-3.8	2.7	
R09032			uncertainty is too high
R09033			uncertainty is too high
R09034			uncertainty is too high
R09035			uncertainty is too high
R09036			uncertainty is too high
R09037			uncertainty is too high
R09038			uncertainty is too high
R09039	35.7	11.9	
R09040	-75.9	22.9	
R09041	170.8	24.6	
R09042	-396.2	26.7	
R09043	-483.2	34.6	
R09044	-159.2	49.7	
R09045	-270.0	26.2	
R09046	-26.1	31.1	
R09047			uncertainty is too high
R09048			uncertainty is too high
R09049			uncertainty is too high
R09050			uncertainty is too high
R09051	374.6	53.3	
R09052	-13.3	41.6	
R09053			uncertainty is too high
R09054			uncertainty is too high
R09055			uncertainty is too high
R09056			uncertainty is too high
R09057			uncertainty is too high
R09058			uncertainty is too high
R09059			uncertainty is too high
R09060			uncertainty is too high
R09061			uncertainty is too high
R09062			uncertainty is too high
R09063			uncertainty is too high
R09064			uncertainty is too high
R09065			uncertainty is too high
R09066			uncertainty is too high
R09067			uncertainty is too high
R09068			uncertainty is too high
R09069			uncertainty is too high
R09070			uncertainty is too high
R09071			uncertainty is too high
R09072			uncertainty is too high
R09073			uncertainty is too high
R09074	-94.5	19.3	
R09075	-94.6	18.6	
R09076	-91.5	31.7	
R09077	-92.7	20.8	
R09078	-20.6	5.7	
R09079	-58.1	16.3	
R09080	-58.9	11.4	
R09081	-23.4	21.1	
R09082	-23.3	20.8	
R09083	-130.4	12.6	
R09084	-10.5	4.3	
R09085	-14.7	0.9	
R09086	-14.7	0.9	
R09087	2.3	41.7	
R09088	187.3	12.0	
R09089	268.3	11.5	
R09090	8813.3	28.1	
R09091	156.4	21.9	
R09092			uncertainty is too high
R09093	132.3	2.8	
R09094	-78.2	6.4	
R09095	-17.6	53.9	
R09096	116.5	13.1	
R09097	-8.7	6.7	
R09098			uncertainty is too high
R09099	-11.5	5.8	
R09100	855.7	2.2	
R09102	-159.2	20.7	
R09103	-44.6	21.0	
R09104	-191.0	21.5	
R09105	-58.1	23.5	
R09106	-7.7	46.4	
R09107	-14.1	13.4	
R09108			uncertainty is too high
R09109			uncertainty is too high
R09110			uncertainty is too high
R09111			uncertainty is too high
R09112			uncertainty is too high
R09113			uncertainty is too high
R09114			uncertainty is too high
R09115			uncertainty is too high
R09116			uncertainty is too high
R09117			uncertainty is too high
R09118			uncertainty is too high
R09119			uncertainty is too high
R09120			uncertainty is too high
R09121			uncertainty is too high
R09122	-396.2	36.5	
R09123			uncertainty is too high
R09124			uncertainty is too high
R09125	-352.3	14.0	
R09126	-25.2	13.2	
R09127			uncertainty is too high
R09128			uncertainty is too high
R09129	-20.2	42.2	
R09130			uncertainty is too high
R09131			uncertainty is too high
R09132			uncertainty is too high
R09133			uncertainty is too high
R09134			uncertainty is too high
R09135			uncertainty is too high
R09136			uncertainty is too high
R09137			uncertainty is too high
R09138			uncertainty is too high
R09139	270.6	10.4	
R09140			uncertainty is too high
R09141	-420.9	12.1	
R09142	-3.2	10.5	
R09143	-231.6	10.1	
R09144	-314.4	9.2	
R09145	-191.0	9.2	
R09146	-183.5	7.5	
R09147	-182.7	10.5	
R09148	-367.2	9.6	
R09149	-41.1	9.2	
R09150	-258.7	9.4	
R09151			uncertainty is too high
R09152			uncertainty is too high
R09153			uncertainty is too high
R09154			uncertainty is too high
R09155			uncertainty is too high
R09156	-144.1	6.3	
R09157			uncertainty is too high
R09158	-9.8	7.5	
R09159			uncertainty is too high
R09160			uncertainty is too high
R09161			uncertainty is too high
R09162			uncertainty is too high
R09163			uncertainty is too high
R09164	-9.8	44.3	
R09165	-357.0	48.0	
R09166	-143.0	52.2	
R09167			uncertainty is too high
R09168			uncertainty is too high
R09169			uncertainty is too high
R09170			uncertainty is too high
R09171			uncertainty is too high
R09172			uncertainty is too high
R09173			uncertainty is too high
R09174			uncertainty is too high
R09175			uncertainty is too high
R09176			uncertainty is too high
R09177			uncertainty is too high
R09178			uncertainty is too high
R09179			uncertainty is too high
R09180			uncertainty is too high
R09181			uncertainty is too high
R09182			uncertainty is too high
R09183			uncertainty is too high
R09184			uncertainty is too high
R09185			uncertainty is too high
R09186	-39.5	4.6	
R09187			uncertainty is too high
R09188			uncertainty is too high
R09189			uncertainty is too high
R09190			uncertainty is too high
R09191			uncertainty is too high
R09192	-9.0	119.9	
R09193			uncertainty is too high
R09194			uncertainty is too high
R09195	-28.7	4.8	
R09196			uncertainty is too high
R09197			uncertainty is too high
R09198	-169.7	130.4	
R09199			uncertainty is too high
R09200			uncertainty is too high
R09201			uncertainty is too high
R09202			uncertainty is too high
R09203			uncertainty is too high
R09204			uncertainty is too high
R09205			uncertainty is too high
R09206			uncertainty is too high
R09207	-9.8	65.9	
R09208	-9.8	65.9	
R09209			uncertainty is too high
R09210			uncertainty is too high
R09211			uncertainty is too high
R09212			uncertainty is too high
R09213			uncertainty is too high
R09214			uncertainty is too high
R09215			uncertainty is too high
R09216			uncertainty is too high
R09217			uncertainty is too high
R09218			uncertainty is too high
R09219			uncertainty is too high
R09220			uncertainty is too high
R09221			uncertainty is too high
R09222			uncertainty is too high
R09223			uncertainty is too high
R09224	-63.2	7.8	
R09225	-53.2	26.4	
R09226	71.3	18.3	
R09227	-452.6	15.8	
R09228	27.8	19.3	
R09229	-57.4	11.9	
R09230			uncertainty is too high
R09231			uncertainty is too high
R09232			uncertainty is too high
R09233			uncertainty is too high
R09234			uncertainty is too high
R09235			uncertainty is too high
R09236			uncertainty is too high
R09237	-244.9	14.7	
R09238	-46.8	6.9	
R09239			uncertainty is too high
R09240			uncertainty is too high
R09241			uncertainty is too high
R09242			uncertainty is too high
R09243			uncertainty is too high
R09244	-510.3	49.8	
R09245	-218.7	34.0	
R09246	-145.8	40.8	
R09247	-291.6	37.2	
R09248	-364.5	41.0	
R09249	-510.3	49.8	
R09250	-510.3	43.1	
R09251	-364.5	49.4	
R09252	28.2	5.1	
R09253	-24.7	4.9	
R09254	0.2	4.2	
R09255	-26.1	44.6	
R09256	-26.7	38.1	
R09257	-26.1	40.0	
R09258			uncertainty is too high
R09259			uncertainty is too high
R09260			uncertainty is too high
R09261			uncertainty is too high
R09262			uncertainty is too high
R09263			uncertainty is too high
R09264			uncertainty is too high
R09265			uncertainty is too high
R09266			uncertainty is too high
R09267			uncertainty is too high
R09268			uncertainty is too high
R09269			uncertainty is too high
R09270	26.5	26.0	
R09271	26.5	23.2	
R09272	-245.7	14.3	
R09273	-8.1	13.0	
R09274			uncertainty is too high
R09275	-371.2	33.9	
R09276	-253.6	27.0	
R09277	-49.3	22.9	
R09278	-9.8	18.6	
R09279	-26.8	3.7	
R09280	7.4	5.4	
R09281	1.2	3.4	
R09282	-3.1	31.7	
R09283	0.0	33.1	
R09284			uncertainty is too high
R09285	-21.8	24.5	
R09286	-1.4	30.3	
R09287	-21.8	24.5	
R09288			uncertainty is too high
R09289	24.8	5.8	
R09291	42.8	31.1	
R09292	0.0	30.7	
R09293			uncertainty is too high
R09294	108.5	8.4	
R09305			uncertainty is too high
R09306			uncertainty is too high
R09307	31.1	61.3	
R09308	-67.9	97.8	
R09309			uncertainty is too high
R09310			uncertainty is too high
R09311			uncertainty is too high
R09312	-72.2	69.1	
R09313	-420.8	63.8	
R09314	-444.8	96.5	
R09317			uncertainty is too high
R09322			uncertainty is too high
R09325			uncertainty is too high
R09326			uncertainty is too high
R09327	-403.6	71.8	
R09328	-82.9	90.9	
R09329	-5.8	109.7	
R09330	-204.1	112.6	
R09331	-17.7	113.9	
R09332	-14.4	116.0	
R09333	239.0	116.6	
R09334	-127.1	118.8	
R09335	-113.1	119.4	
R09336	542.9	116.7	
R09337	-4.7	119.3	
R09338	-404.4	119.1	
R09339			uncertainty is too high
R09340			uncertainty is too high
R09341			uncertainty is too high
R09342			uncertainty is too high
R09343			uncertainty is too high
R09344			uncertainty is too high
R09345			uncertainty is too high
R09346			uncertainty is too high
R09347	19.8	94.7	
R09348	68.7	97.9	
R09349	239.0	100.2	
R09350			uncertainty is too high
R09351			uncertainty is too high
R09352			uncertainty is too high
R09353			uncertainty is too high
R09354	43.5	87.5	
R09355			uncertainty is too high
R09356			uncertainty is too high
R09357	-204.3	94.6	
R09358			uncertainty is too high
R09359			uncertainty is too high
R09360	68.7	103.4	
R09361	68.7	107.0	
R09362	239.0	111.8	
R09363	-440.8	13.5	
R09364	-34.1	24.3	
R09365			uncertainty is too high
R09366			uncertainty is too high
R09367			uncertainty is too high
R09368			uncertainty is too high
R09369			uncertainty is too high
R09370			uncertainty is too high
R09371			uncertainty is too high
R09372			uncertainty is too high
R09373			uncertainty is too high
R09374			uncertainty is too high
R09375			uncertainty is too high
R09376			uncertainty is too high
R09377			uncertainty is too high
R09378	-18.9	4.8	
R09379	-30.6	19.8	
R09380			uncertainty is too high
R09381			uncertainty is too high
R09382			uncertainty is too high
R09383			uncertainty is too high
R09384			uncertainty is too high
R09385			uncertainty is too high
R09386			uncertainty is too high
R09387			uncertainty is too high
R09388	6.4	32.0	
R09389			uncertainty is too high
R09390	-360.7	22.6	
R09391	-76.2	13.9	
R09392	-76.2	13.9	
R09393			uncertainty is too high
R09394			uncertainty is too high
R09395			uncertainty is too high
R09396			uncertainty is too high
R09397	-2.5	5.6	
R09398			uncertainty is too high
R09399			uncertainty is too high
R09400			uncertainty is too high
R09401	-26.1	8.1	
R09402			uncertainty is too high
R09403			uncertainty is too high
R09404			uncertainty is too high
R09405			uncertainty is too high
R09406			uncertainty is too high
R09407			uncertainty is too high
R09408			uncertainty is too high
R09409			uncertainty is too high
R09410			uncertainty is too high
R09411			uncertainty is too high
R09412			uncertainty is too high
R09413			uncertainty is too high
R09414			uncertainty is too high
R09415			uncertainty is too high
R09416			uncertainty is too high
R09417			uncertainty is too high
R09418	-406.6	90.3	
R09419			uncertainty is too high
R09420			uncertainty is too high
R09421			uncertainty is too high
R09423			uncertainty is too high
R09424			uncertainty is too high
R09425			uncertainty is too high
R09426			uncertainty is too high
R09427			uncertainty is too high
R09428			uncertainty is too high
R09429			uncertainty is too high
R09430			uncertainty is too high
R09431			uncertainty is too high
R09432			uncertainty is too high
R09433			uncertainty is too high
R09434			uncertainty is too high
R09437	-258.7	14.0	
R09438	-299.8	13.5	
R09439	-276.7	13.4	
R09440	-299.8	12.9	
R09441	-396.2	67.1	
R09442			uncertainty is too high
R09443			uncertainty is too high
R09444			uncertainty is too high
R09445	-241.9	14.3	
R09446	-291.5	13.1	
R09447	-28.6	3.8	
R09448	-41.1	20.1	
R09449			uncertainty is too high
R09450			uncertainty is too high
R09451	-397.0	13.1	
R09452	-396.2	23.3	
R09453	-396.2	24.9	
R09454	-396.2	29.7	
R09455	-41.1	22.5	
R09456	-41.1	28.9	
R09457	-259.9	19.8	
R09458	-259.9	22.2	
R09459	-259.9	28.6	
R09460	-398.4	20.2	
R09461	-396.2	21.0	
R09462			uncertainty is too high
R09463			uncertainty is too high
R09464	25.6	21.4	
R09465	25.6	21.8	
R09466			uncertainty is too high
R09467			uncertainty is too high
R09468			uncertainty is too high
R09469			uncertainty is too high
R09470			uncertainty is too high
R09471			uncertainty is too high
R09472	3.0	11.5	
R09473			uncertainty is too high
R09474			uncertainty is too high
R09475			uncertainty is too high
R09476			uncertainty is too high
R09477	16.5	2.1	
R09478	24.4	27.6	
R09479	-63.0	5.9	
R09480			uncertainty is too high
R09481			uncertainty is too high
R09482			uncertainty is too high
R09483	-26.4	6.7	
R09484			uncertainty is too high
R09485			uncertainty is too high
R09486	-9.6	17.4	
R09487			uncertainty is too high
R09488	0.0	11.2	
R09489			uncertainty is too high
R09490	14.5	7.1	
R09491	-64.2	131.3	
R09492	-362.7	13.3	
R09493			uncertainty is too high
R09494			uncertainty is too high
R09495	-97.2	10.1	
R09496			uncertainty is too high
R09497			uncertainty is too high
R09498			uncertainty is too high
R09499			uncertainty is too high
R09500			uncertainty is too high
R09501	204.0	8.4	
R09502	-34.0	13.0	
R09503			uncertainty is too high
R09504	-290.5	13.3	
R09505			uncertainty is too high
R09506			uncertainty is too high
R09507			uncertainty is too high
R09508	-47.2	16.4	
R09509			uncertainty is too high
R09510			uncertainty is too high
R09511			uncertainty is too high
R09512	-432.0	26.3	
R09513			uncertainty is too high
R09514	-294.3	25.4	
R09515			uncertainty is too high
R09516			uncertainty is too high
R09517	-425.4	15.9	
R09518			uncertainty is too high
R09519			uncertainty is too high
R09520	-18.0	5.9	
R09521			uncertainty is too high
R09522			uncertainty is too high
R09523			uncertainty is too high
R09524	-7.9	4.6	
R09525	-219.0	28.0	
R09526			uncertainty is too high
R09527	8.3	6.4	
R09528	-8.9	33.1	
R09529			uncertainty is too high
R09530			uncertainty is too high
R09531			uncertainty is too high
R09532	-4.3	4.6	
R09533			uncertainty is too high
R09534	36.0	47.7	
R09535	10.4	66.4	
R09536	12.0	3.4	
R09537	-12.3	23.1	
R09538	-36.4	6.3	
R09539	-11.1	12.1	
R09540			uncertainty is too high
R09541	207.8	16.5	
R09542			uncertainty is too high
R09543			uncertainty is too high
R09544	19.4	3.8	
R09545			uncertainty is too high
R09546	24.1	39.4	
R09547	-36.0	39.3	
R09548	-11.9	39.2	
R09549	-396.2	40.2	
R09550	3.4	6.4	
R09551			uncertainty is too high
R09552			uncertainty is too high
R09553			uncertainty is too high
R09554	-40.8	33.5	
R09555	-400.4	34.6	
R09556	98.4	35.5	
R09557			uncertainty is too high
R09558	-273.8	28.1	
R09559	-68.5	17.0	
R09560			uncertainty is too high
R09561	17.9	30.3	
R09562	-68.9	31.2	
R09563	-308.6	31.0	
R09564			uncertainty is too high
R09565	-309.3	15.1	
R09566			uncertainty is too high
R09567			uncertainty is too high
R09568			uncertainty is too high
R09569			uncertainty is too high
R09570			uncertainty is too high
R09571			uncertainty is too high
R09572	-465.7	18.8	
R09573			uncertainty is too high
R09574			uncertainty is too high
R09575	-443.8	58.8	
R09576			uncertainty is too high
R09577			uncertainty is too high
R09578			uncertainty is too high
R09579			uncertainty is too high
R09580			uncertainty is too high
R09581			uncertainty is too high
R09582			uncertainty is too high
R09583			uncertainty is too high
R09584			uncertainty is too high
R09585			uncertainty is too high
R09586	-442.4	10.4	
R09587			uncertainty is too high
R09588	-5.2	7.4	
R09589	-9.6	10.6	
R09590	-29.7	56.6	
R09591	-45.9	33.5	
R09592	-24.8	31.5	
R09593	-17.7	36.2	
R09594	-27.3	5.8	
R09595	-25.4	6.6	
R09596	-23.3	34.5	
R09597			uncertainty is too high
R09598			uncertainty is too high
R09599			uncertainty is too high
R09600	0.0	26.9	
R09601	-365.9	62.5	
R09602			uncertainty is too high
R09603	-734.7	71.6	
R09604			uncertainty is too high
R09605			uncertainty is too high
R09606	-339.1	64.8	
R09607			uncertainty is too high
R09608			uncertainty is too high
R09609			uncertainty is too high
R09610	-322.1	40.6	
R09611			uncertainty is too high
R09612			uncertainty is too high
R09613			uncertainty is too high
R09614			uncertainty is too high
R09615	-298.2	43.3	
R09616			uncertainty is too high
R09617	-262.6	32.2	
R09618	-27.9	25.9	
R09619	-255.1	28.3	
R09620	-255.1	28.3	
R09621	-172.3	42.7	
R09622	-20.5	35.4	
R09623	-178.6	27.4	
R09624	-350.3	31.0	
R09625	-149.9	39.7	
R09626	-298.2	43.3	
R09627	-275.3	41.9	
R09628			uncertainty is too high
R09629			uncertainty is too high
R09630			uncertainty is too high
R09631	-0.7	4.9	
R09632	12.5	7.9	
R09633	-144.1	10.6	
R09634	-13.7	31.3	
R09635			uncertainty is too high
R09636			uncertainty is too high
R09637			uncertainty is too high
R09638	-86.3	11.8	
R09639			uncertainty is too high
R09640	-0.3	35.8	
R09641	6.7	106.1	
R09642			uncertainty is too high
R09643			uncertainty is too high
R09644			uncertainty is too high
R09645	-10.5	4.5	
R09646			uncertainty is too high
R09647	-11.1	33.4	
R09648	-17.1	12.0	
R09649	-11.1	33.4	
R09650	-5.6	24.7	
R09651	-9.7	32.3	
R09652			uncertainty is too high
R09653			uncertainty is too high
R09654			uncertainty is too high
R09655	0.0	84.4	
R09656			uncertainty is too high
R09657			uncertainty is too high
R09658			uncertainty is too high
R09659			uncertainty is too high
